duracion,presupuesto,facturacion_anual,fortaleza_tecnologica,experiencia_requerida,lugar_trabajo,numero_perfiles_requeridos,precio_hora,volumetria,exito,prob_exito
21,637518,Menos de 250k,Intermedio,General,Remoto,1,Por debajo del mercado,26,0,27.84
16,820044,Menos de 250k,Intermedio,Específica,Presencial,6,Dentro del mercado,84,0,26.23
20,1434775,250k a 1M,Básico,Sin Experiencia,Híbrido,7,Por debajo del mercado,39,0,38.95
8,499589,Menos de 250k,Básico,General,Presencial,6,Dentro del mercado,31,1,34.46
7,1785416,Más de 1M,Intermedio,General,Presencial,6,Dentro del mercado,52,1,67.91
3,528446,250k a 1M,Básico,General,Híbrido,2,Por debajo del mercado,36,0,10.55
17,512052,250k a 1M,Básico,General,Presencial,6,Por encima del mercado,46,1,47.48
1,1432978,Menos de 250k,Básico,General,Presencial,4,Por encima del mercado,55,1,47.4
16,1138562,250k a 1M,Experto,General,Presencial,9,Dentro del mercado,44,1,61.02
12,1778096,250k a 1M,Experto,Específica,Híbrido,1,Dentro del mercado,13,1,67.15
19,397739,250k a 1M,Intermedio,General,Remoto,8,Por debajo del mercado,89,1,42.5
22,1724222,Menos de 250k,Experto,General,Remoto,5,Dentro del mercado,89,0,55.04
23,522327,250k a 1M,Intermedio,Específica,Presencial,1,Por debajo del mercado,94,1,47.85
22,1425649,Más de 1M,Intermedio,Específica,Remoto,4,Por debajo del mercado,35,1,75.55
14,647794,Menos de 250k,Básico,Específica,Remoto,1,Por encima del mercado,28,1,46.91
6,84911,Menos de 250k,Intermedio,General,Presencial,6,Dentro del mercado,90,0,6.49
6,1972135,Menos de 250k,Experto,Sin Experiencia,Remoto,2,Dentro del mercado,54,0,44.85
13,475037,250k a 1M,Intermedio,General,Presencial,5,Por debajo del mercado,35,1,38.44
19,780399,250k a 1M,Intermedio,General,Híbrido,7,Dentro del mercado,31,1,48.25
22,1028039,250k a 1M,Intermedio,General,Remoto,2,Por debajo del mercado,67,1,54.58
8,949885,Menos de 250k,Básico,General,Híbrido,6,Por debajo del mercado,72,1,41.23
2,658746,Menos de 250k,Experto,Específica,Presencial,6,Por debajo del mercado,37,0,21.64
21,1110751,250k a 1M,Intermedio,General,Remoto,5,Dentro del mercado,74,1,54.95
1,955667,250k a 1M,Intermedio,Específica,Remoto,5,Dentro del mercado,53,1,35.23
15,366915,Más de 1M,Intermedio,General,Remoto,3,Por debajo del mercado,52,1,53.56
1,549876,Menos de 250k,Intermedio,General,Híbrido,2,Dentro del mercado,46,0,9.13
5,1744164,250k a 1M,Básico,General,Presencial,7,Por debajo del mercado,75,1,50.55
16,661213,250k a 1M,Intermedio,General,Presencial,1,Dentro del mercado,26,1,43.85
19,818734,250k a 1M,Básico,Sin Experiencia,Remoto,6,Por encima del mercado,49,0,33.82
4,1164934,250k a 1M,Intermedio,Sin Experiencia,Remoto,6,Dentro del mercado,47,1,40.98
3,1509119,250k a 1M,Experto,Específica,Remoto,3,Por encima del mercado,94,1,60.28
17,97057,Más de 1M,Experto,Sin Experiencia,Presencial,2,Por encima del mercado,70,0,46.24
17,1366870,Menos de 250k,Intermedio,General,Remoto,2,Dentro del mercado,18,1,55.32
12,1889433,Menos de 250k,Intermedio,General,Presencial,9,Dentro del mercado,86,1,58.82
14,304726,250k a 1M,Básico,General,Remoto,5,Por encima del mercado,84,1,41.75
21,328176,250k a 1M,Intermedio,General,Remoto,7,Por debajo del mercado,70,1,43.19
6,1625062,Menos de 250k,Básico,Sin Experiencia,Remoto,5,Por debajo del mercado,89,1,49.63
3,758754,Menos de 250k,Intermedio,General,Presencial,7,Por encima del mercado,25,0,19.01
9,987583,Menos de 250k,Básico,General,Remoto,4,Dentro del mercado,11,1,42.66
5,1265868,Más de 1M,Básico,General,Presencial,8,Por debajo del mercado,81,1,58.37
17,194931,Menos de 250k,Intermedio,Sin Experiencia,Presencial,7,Dentro del mercado,52,1,37.71
14,1542252,Menos de 250k,Básico,General,Remoto,5,Dentro del mercado,51,1,55.34
21,212491,Menos de 250k,Intermedio,Sin Experiencia,Híbrido,6,Dentro del mercado,86,0,21.45
3,1479585,Menos de 250k,Intermedio,Sin Experiencia,Presencial,5,Dentro del mercado,66,1,44.84
1,451921,Menos de 250k,Básico,Sin Experiencia,Remoto,7,Dentro del mercado,90,1,27.66
20,310910,250k a 1M,Intermedio,Sin Experiencia,Híbrido,2,Dentro del mercado,97,0,22.06
21,1121812,Menos de 250k,Básico,Específica,Híbrido,5,Dentro del mercado,76,1,55.12
23,137955,Más de 1M,Básico,Sin Experiencia,Presencial,3,Dentro del mercado,39,1,57.07
1,1839450,Menos de 250k,Intermedio,Específica,Híbrido,9,Dentro del mercado,22,1,48.51
3,677433,250k a 1M,Básico,Específica,Presencial,6,Dentro del mercado,28,0,12.79
18,1769294,Más de 1M,Experto,General,Presencial,3,Por debajo del mercado,16,1,87.23
10,1329361,250k a 1M,Básico,Sin Experiencia,Presencial,7,Dentro del mercado,18,0,28.67
22,1193490,250k a 1M,Básico,General,Remoto,4,Por encima del mercado,92,0,42.06
3,1987878,Menos de 250k,Intermedio,General,Presencial,3,Por debajo del mercado,63,1,52.47
8,257990,Menos de 250k,Intermedio,General,Presencial,8,Por debajo del mercado,95,0,10.83
14,428387,250k a 1M,Básico,Sin Experiencia,Presencial,4,Dentro del mercado,91,0,18.61
18,588884,Más de 1M,Intermedio,General,Híbrido,1,Por encima del mercado,70,0,44.5
15,1046261,250k a 1M,Básico,Específica,Híbrido,6,Por debajo del mercado,96,0,28.76
22,1755215,250k a 1M,Experto,General,Presencial,1,Por debajo del mercado,11,0,55.5
23,1292845,250k a 1M,Intermedio,Sin Experiencia,Híbrido,5,Por debajo del mercado,59,1,59.42
2,1996504,250k a 1M,Intermedio,General,Híbrido,7,Dentro del mercado,84,0,31.73
10,442417,Menos de 250k,Experto,Sin Experiencia,Remoto,6,Por debajo del mercado,40,0,25.34
2,1030020,250k a 1M,Intermedio,Sin Experiencia,Presencial,2,Por debajo del mercado,42,0,17.21
17,188155,Más de 1M,Experto,Específica,Remoto,4,Dentro del mercado,87,1,62.61
8,1219250,Menos de 250k,Intermedio,Sin Experiencia,Híbrido,2,Por encima del mercado,89,1,50.27
1,956739,250k a 1M,Experto,Sin Experiencia,Remoto,1,Dentro del mercado,20,1,45.24
9,1880393,Menos de 250k,Básico,Sin Experiencia,Presencial,3,Por debajo del mercado,42,1,56.08
11,1863333,250k a 1M,Intermedio,Específica,Remoto,3,Dentro del mercado,16,1,57.56
22,1355289,Menos de 250k,Intermedio,General,Remoto,7,Por encima del mercado,40,1,64.49
16,1540077,250k a 1M,Intermedio,General,Remoto,1,Dentro del mercado,57,0,37.05
7,593351,250k a 1M,Intermedio,General,Presencial,9,Por encima del mercado,56,1,40.0
10,117642,Menos de 250k,Intermedio,Sin Experiencia,Presencial,6,Por encima del mercado,87,1,35.46
23,140093,250k a 1M,Básico,General,Híbrido,4,Por debajo del mercado,62,1,42.1
3,1606182,250k a 1M,Básico,General,Híbrido,3,Dentro del mercado,89,0,26.74
18,267215,Más de 1M,Intermedio,Sin Experiencia,Presencial,3,Por debajo del mercado,28,1,54.67
13,1805856,Menos de 250k,Intermedio,General,Híbrido,2,Dentro del mercado,90,0,38.44
7,1782465,Menos de 250k,Experto,Específica,Presencial,2,Por debajo del mercado,99,0,42.87
4,85954,Menos de 250k,Intermedio,Sin Experiencia,Remoto,5,Por debajo del mercado,15,1,24.77
13,1126432,Más de 1M,Experto,Sin Experiencia,Remoto,9,Por encima del mercado,58,1,78.23
20,576861,Más de 1M,Intermedio,Sin Experiencia,Híbrido,2,Por debajo del mercado,82,1,61.06
1,609655,250k a 1M,Básico,Sin Experiencia,Híbrido,2,Por encima del mercado,59,1,35.03
8,545553,Más de 1M,Básico,Específica,Presencial,6,Por debajo del mercado,90,0,30.15
14,812092,250k a 1M,Intermedio,General,Híbrido,2,Por debajo del mercado,21,0,24.37
16,936040,250k a 1M,Intermedio,General,Presencial,4,Por encima del mercado,32,0,32.98
14,372918,Menos de 250k,Básico,General,Remoto,6,Dentro del mercado,63,1,37.78
12,1122328,250k a 1M,Intermedio,Sin Experiencia,Remoto,5,Dentro del mercado,78,0,27.3
19,891461,Menos de 250k,Experto,General,Remoto,1,Por debajo del mercado,68,0,39.92
23,198757,Más de 1M,Intermedio,General,Presencial,6,Dentro del mercado,45,1,57.99
15,1412413,250k a 1M,Intermedio,General,Híbrido,1,Dentro del mercado,12,0,34.26
2,166739,250k a 1M,Intermedio,Específica,Presencial,3,Dentro del mercado,67,1,24.24
2,1940969,Menos de 250k,Básico,General,Presencial,5,Dentro del mercado,97,1,50.9
23,1336585,Menos de 250k,Intermedio,General,Remoto,5,Por encima del mercado,64,1,65.08
22,830316,Menos de 250k,Intermedio,Específica,Remoto,6,Dentro del mercado,66,1,51.61
19,1306556,Menos de 250k,Básico,Sin Experiencia,Híbrido,8,Por encima del mercado,26,1,61.15
22,1355185,Menos de 250k,Intermedio,Sin Experiencia,Presencial,5,Dentro del mercado,48,0,39.49
22,1487398,Más de 1M,Intermedio,Sin Experiencia,Presencial,1,Dentro del mercado,99,1,76.48
17,386676,250k a 1M,Experto,General,Híbrido,5,Por debajo del mercado,77,1,50.59
20,1442714,Menos de 250k,Experto,General,Remoto,3,Por debajo del mercado,64,0,49.07
10,1416853,Menos de 250k,Básico,General,Presencial,4,Por encima del mercado,54,0,34.98
6,1064929,250k a 1M,Intermedio,Específica,Remoto,8,Por debajo del mercado,85,1,41.22
15,1616847,250k a 1M,Intermedio,General,Remoto,7,Por debajo del mercado,10,1,57.34
22,373412,250k a 1M,Experto,General,Remoto,5,Por debajo del mercado,30,1,54.74
11,535417,Más de 1M,Básico,Sin Experiencia,Remoto,2,Por debajo del mercado,92,1,52.61
5,1530035,250k a 1M,Intermedio,Sin Experiencia,Híbrido,6,Por encima del mercado,30,0,32.34
1,238456,Más de 1M,Intermedio,General,Híbrido,6,Por encima del mercado,61,1,44.45
8,605941,Más de 1M,Básico,General,Remoto,6,Dentro del mercado,91,1,51.06
21,1256305,Menos de 250k,Básico,Específica,Presencial,9,Por debajo del mercado,52,0,37.14
12,278504,Más de 1M,Intermedio,Sin Experiencia,Híbrido,8,Dentro del mercado,61,1,49.62
12,1744693,Menos de 250k,Intermedio,Sin Experiencia,Remoto,8,Dentro del mercado,76,1,56.65
5,702665,Más de 1M,Intermedio,General,Remoto,1,Por encima del mercado,53,1,54.9
7,1624486,Menos de 250k,Intermedio,Sin Experiencia,Presencial,5,Dentro del mercado,41,0,30.49
4,623044,Más de 1M,Intermedio,Sin Experiencia,Híbrido,7,Por debajo del mercado,19,1,47.84
6,1139385,Más de 1M,Intermedio,General,Remoto,6,Dentro del mercado,73,1,57.34
13,1639589,Más de 1M,Básico,Sin Experiencia,Presencial,5,Por encima del mercado,88,1,75.94
20,766756,250k a 1M,Experto,General,Remoto,8,Dentro del mercado,78,1,58.91
15,101226,Menos de 250k,Básico,Sin Experiencia,Híbrido,3,Dentro del mercado,77,0,14.56
3,549512,Menos de 250k,Intermedio,Sin Experiencia,Presencial,6,Por debajo del mercado,37,1,30.86
23,1704046,250k a 1M,Básico,General,Híbrido,5,Dentro del mercado,62,1,65.6
8,1574357,Menos de 250k,Básico,Específica,Remoto,8,Dentro del mercado,60,0,30.61
20,1127978,250k a 1M,Intermedio,General,Remoto,4,Por debajo del mercado,62,1,54.34
16,1102839,Menos de 250k,Básico,General,Presencial,8,Dentro del mercado,13,1,50.48
13,1090993,Más de 1M,Experto,Sin Experiencia,Presencial,2,Por debajo del mercado,88,1,72.7
18,1850459,250k a 1M,Básico,General,Híbrido,9,Por debajo del mercado,26,0,43.45
10,1276476,Más de 1M,Intermedio,Sin Experiencia,Presencial,9,Por debajo del mercado,76,1,62.87
19,622212,Menos de 250k,Intermedio,General,Remoto,6,Por debajo del mercado,83,1,45.87
17,386326,Más de 1M,Básico,General,Presencial,4,Dentro del mercado,56,1,55.59
19,274137,Más de 1M,Básico,Específica,Presencial,4,Por debajo del mercado,65,1,55.64
23,1550844,250k a 1M,Intermedio,General,Presencial,6,Por debajo del mercado,32,1,63.3
5,979168,250k a 1M,Intermedio,Sin Experiencia,Remoto,5,Por encima del mercado,27,0,24.06
21,1396457,250k a 1M,Intermedio,Sin Experiencia,Híbrido,6,Dentro del mercado,10,1,59.24
23,413476,Menos de 250k,Intermedio,Específica,Presencial,7,Dentro del mercado,44,1,46.21
9,1450283,250k a 1M,Intermedio,General,Presencial,7,Dentro del mercado,73,1,49.62
12,1783309,Menos de 250k,Básico,General,Presencial,9,Dentro del mercado,67,0,37.23
21,1609161,Menos de 250k,Intermedio,Sin Experiencia,Remoto,8,Por debajo del mercado,68,1,62.44
1,741757,Menos de 250k,Experto,General,Remoto,6,Por encima del mercado,10,1,47.01
1,440719,Menos de 250k,Intermedio,Sin Experiencia,Híbrido,6,Por debajo del mercado,12,1,27.49
15,1577937,Menos de 250k,Intermedio,Específica,Remoto,5,Dentro del mercado,76,0,36.75
2,1199947,Menos de 250k,Intermedio,General,Remoto,1,Por debajo del mercado,46,0,19.77
22,612997,Más de 1M,Intermedio,Específica,Presencial,9,Dentro del mercado,92,1,63.34
16,1083578,250k a 1M,Intermedio,Sin Experiencia,Híbrido,9,Dentro del mercado,38,0,30.19
8,1290768,Más de 1M,Intermedio,General,Presencial,9,Dentro del mercado,98,1,61.35
13,1248898,250k a 1M,Experto,General,Presencial,8,Por debajo del mercado,42,0,40.07
21,71172,Menos de 250k,Básico,General,Remoto,3,Dentro del mercado,70,1,39.33
1,585843,250k a 1M,Básico,Específica,Remoto,1,Por encima del mercado,99,1,34.67
16,1046121,250k a 1M,Intermedio,Específica,Remoto,8,Por encima del mercado,13,1,54.63
7,1676140,Menos de 250k,Experto,Específica,Remoto,7,Por debajo del mercado,23,1,61.27
5,631780,250k a 1M,Básico,General,Remoto,5,Por debajo del mercado,42,1,33.84
22,758362,Menos de 250k,Básico,Sin Experiencia,Presencial,7,Por encima del mercado,31,0,35.52
23,563319,250k a 1M,Básico,Sin Experiencia,Híbrido,4,Dentro del mercado,57,0,28.46
3,830298,250k a 1M,Básico,Específica,Remoto,9,Dentro del mercado,12,1,35.08
12,926031,Menos de 250k,Intermedio,Sin Experiencia,Remoto,2,Por encima del mercado,96,1,49.35
16,1320896,Menos de 250k,Intermedio,General,Remoto,9,Por encima del mercado,94,1,58.76
19,1516554,250k a 1M,Intermedio,General,Presencial,9,Dentro del mercado,32,1,59.31
5,1109622,250k a 1M,Intermedio,General,Remoto,5,Dentro del mercado,77,1,41.02
22,278071,Menos de 250k,Básico,Específica,Remoto,1,Por debajo del mercado,30,1,43.31
14,428165,Más de 1M,Básico,General,Presencial,7,Dentro del mercado,52,0,33.61
5,758662,Menos de 250k,Intermedio,General,Remoto,4,Por debajo del mercado,94,1,35.75
15,466366,250k a 1M,Experto,Sin Experiencia,Híbrido,9,Por debajo del mercado,35,1,50.05
17,1365573,Más de 1M,Experto,General,Remoto,6,Por debajo del mercado,50,1,80.3
14,1062117,Menos de 250k,Básico,Sin Experiencia,Híbrido,3,Por debajo del mercado,47,1,48.13
20,695188,Menos de 250k,Experto,General,Presencial,6,Dentro del mercado,97,1,57.84
5,1581191,Menos de 250k,Intermedio,Específica,Presencial,6,Dentro del mercado,20,1,48.1
12,465008,Menos de 250k,Intermedio,Específica,Presencial,5,Dentro del mercado,38,1,37.42
16,1681993,Menos de 250k,Intermedio,Sin Experiencia,Remoto,2,Por debajo del mercado,69,0,39.18
16,1859955,250k a 1M,Intermedio,General,Presencial,2,Por encima del mercado,76,0,46.86
21,1304126,Menos de 250k,Intermedio,Específica,Presencial,7,Por debajo del mercado,74,1,57.85
7,294883,250k a 1M,Básico,Sin Experiencia,Híbrido,2,Dentro del mercado,70,1,30.52
4,1736994,Más de 1M,Básico,Sin Experiencia,Híbrido,6,Por encima del mercado,28,1,69.58
1,1559090,Más de 1M,Básico,Sin Experiencia,Remoto,5,Dentro del mercado,55,0,39.29
5,999491,250k a 1M,Intermedio,General,Presencial,4,Dentro del mercado,58,0,19.36
23,721210,Menos de 250k,Intermedio,Sin Experiencia,Presencial,7,Por encima del mercado,31,1,55.84
10,979616,250k a 1M,Intermedio,Específica,Presencial,8,Por debajo del mercado,87,1,43.41
22,1220365,250k a 1M,Básico,General,Remoto,4,Dentro del mercado,66,1,57.47
5,729418,250k a 1M,Experto,General,Híbrido,1,Dentro del mercado,23,1,45.31
4,750780,Menos de 250k,Experto,Sin Experiencia,Remoto,1,Por debajo del mercado,53,0,24.76
2,1661754,Más de 1M,Intermedio,General,Presencial,1,Por encima del mercado,25,1,66.71
20,1164593,250k a 1M,Experto,General,Remoto,1,Por encima del mercado,86,1,69.89
10,1276952,Menos de 250k,Intermedio,General,Presencial,5,Dentro del mercado,21,0,27.88
19,1786857,Menos de 250k,Experto,General,Presencial,4,Por debajo del mercado,64,1,73.37
1,549137,250k a 1M,Básico,General,Remoto,9,Por debajo del mercado,60,0,9.12
5,706884,Más de 1M,Intermedio,Específica,Remoto,3,Dentro del mercado,48,0,29.97
13,674712,250k a 1M,Básico,Específica,Presencial,7,Por debajo del mercado,42,0,21.44
4,1900056,250k a 1M,Básico,General,Presencial,8,Dentro del mercado,42,0,32.02
16,743264,Menos de 250k,Básico,Sin Experiencia,Híbrido,6,Dentro del mercado,38,1,45.08
16,891344,250k a 1M,Intermedio,Sin Experiencia,Presencial,1,Dentro del mercado,78,1,47.3
23,1656872,250k a 1M,Intermedio,Sin Experiencia,Presencial,8,Dentro del mercado,79,1,64.89
2,1491852,Menos de 250k,Intermedio,General,Presencial,3,Dentro del mercado,40,1,44.15
17,1828602,Menos de 250k,Básico,General,Presencial,8,Por debajo del mercado,89,0,42.26
20,657847,250k a 1M,Experto,General,Presencial,4,Por debajo del mercado,40,0,37.27
12,1153913,Menos de 250k,Intermedio,Específica,Híbrido,8,Dentro del mercado,98,1,47.77
18,947048,250k a 1M,Intermedio,Específica,Presencial,1,Dentro del mercado,55,1,49.88
3,1374070,Menos de 250k,Intermedio,Específica,Remoto,3,Dentro del mercado,86,0,23.25
1,1122930,Menos de 250k,Básico,General,Remoto,6,Dentro del mercado,61,1,37.74
1,1143762,Menos de 250k,Intermedio,General,Remoto,9,Por encima del mercado,19,1,43.05
19,602433,Más de 1M,Experto,Sin Experiencia,Híbrido,2,Por debajo del mercado,97,1,70.57
11,477236,Más de 1M,Básico,Sin Experiencia,Híbrido,1,Por debajo del mercado,83,1,51.74
5,1708987,Más de 1M,Intermedio,Sin Experiencia,Presencial,3,Por debajo del mercado,50,0,45.02
12,1598459,250k a 1M,Experto,General,Remoto,4,Dentro del mercado,86,1,64.45
3,1829122,Menos de 250k,Intermedio,General,Remoto,5,Dentro del mercado,12,0,30.09
1,790829,250k a 1M,Básico,Específica,Híbrido,3,Por encima del mercado,68,1,37.75
1,1643445,250k a 1M,Básico,Sin Experiencia,Remoto,2,Dentro del mercado,61,0,25.56
8,1711793,Más de 1M,Básico,General,Híbrido,2,Por encima del mercado,43,1,72.67
10,335195,Menos de 250k,Intermedio,General,Remoto,7,Por encima del mercado,58,0,18.73
11,625762,250k a 1M,Intermedio,Sin Experiencia,Presencial,9,Por debajo del mercado,37,1,38.97
12,666036,Menos de 250k,Básico,General,Remoto,2,Dentro del mercado,92,1,40.44
13,1224571,Menos de 250k,Experto,Sin Experiencia,Híbrido,7,Dentro del mercado,96,1,59.7
12,1344266,250k a 1M,Intermedio,General,Híbrido,7,Por debajo del mercado,22,1,50.63
14,1430346,250k a 1M,Básico,General,Presencial,7,Dentro del mercado,78,1,53.66
2,843392,Menos de 250k,Intermedio,Sin Experiencia,Remoto,3,Dentro del mercado,76,1,34.41
19,478988,Menos de 250k,Intermedio,Sin Experiencia,Presencial,7,Por debajo del mercado,70,1,43.72
18,230553,250k a 1M,Básico,General,Presencial,1,Dentro del mercado,69,1,39.12
3,610696,250k a 1M,Básico,Específica,Remoto,1,Dentro del mercado,80,1,31.78
23,930438,Más de 1M,Experto,General,Presencial,5,Por debajo del mercado,33,1,78.98
17,1358144,Más de 1M,Intermedio,General,Híbrido,2,Dentro del mercado,72,1,70.19
8,369278,250k a 1M,Intermedio,General,Presencial,9,Por debajo del mercado,95,1,32.5
10,1250139,Menos de 250k,Intermedio,Específica,Híbrido,7,Dentro del mercado,70,1,47.48
2,1755277,250k a 1M,Básico,Específica,Presencial,4,Por debajo del mercado,32,1,48.11
19,749983,250k a 1M,Básico,General,Presencial,4,Por encima del mercado,39,1,52.79
9,1713191,Menos de 250k,Intermedio,General,Presencial,2,Dentro del mercado,69,0,33.57
7,443554,Más de 1M,Básico,Específica,Presencial,5,Por debajo del mercado,27,1,47.75
4,1301079,Menos de 250k,Básico,General,Presencial,4,Dentro del mercado,65,1,43.03
21,1241902,Más de 1M,Experto,General,Presencial,1,Dentro del mercado,62,1,81.92
18,1805796,250k a 1M,Experto,Sin Experiencia,Remoto,8,Dentro del mercado,16,1,72.78
13,1109920,250k a 1M,Intermedio,Específica,Presencial,3,Dentro del mercado,78,0,27.98
11,444966,250k a 1M,Experto,Específica,Remoto,6,Dentro del mercado,81,1,46.25
4,1690821,Más de 1M,Básico,Sin Experiencia,Presencial,4,Por debajo del mercado,88,1,63.88
21,155423,250k a 1M,Experto,General,Híbrido,9,Por debajo del mercado,61,1,50.6
4,370197,250k a 1M,Básico,General,Híbrido,7,Dentro del mercado,13,0,9.04
10,514071,Menos de 250k,Experto,Sin Experiencia,Remoto,9,Dentro del mercado,43,1,46.42
5,721256,250k a 1M,Experto,Específica,Presencial,3,Por debajo del mercado,78,1,45.18
9,236833,Menos de 250k,Intermedio,Sin Experiencia,Presencial,1,Por encima del mercado,42,0,16.38
3,767912,250k a 1M,Experto,Sin Experiencia,Híbrido,5,Por debajo del mercado,78,1,44.15
17,825435,250k a 1M,Intermedio,General,Presencial,3,Dentro del mercado,47,0,27.18
3,127454,250k a 1M,Básico,General,Presencial,6,Por debajo del mercado,35,1,24.52
16,1356170,Menos de 250k,Intermedio,Sin Experiencia,Presencial,8,Por debajo del mercado,10,0,34.29
4,1610473,Menos de 250k,Intermedio,General,Presencial,4,Por encima del mercado,13,0,32.67
18,1451320,250k a 1M,Básico,General,Presencial,5,Por debajo del mercado,48,1,57.46
17,959164,Menos de 250k,Intermedio,Sin Experiencia,Remoto,5,Dentro del mercado,63,0,29.19
7,1614718,Menos de 250k,Experto,Sin Experiencia,Presencial,4,Por debajo del mercado,99,0,40.35
23,995439,Menos de 250k,Básico,General,Remoto,4,Dentro del mercado,42,1,54.96
5,87641,Más de 1M,Intermedio,Sin Experiencia,Presencial,4,Por encima del mercado,42,1,45.66
12,1652575,250k a 1M,Experto,Específica,Presencial,4,Por debajo del mercado,81,1,65.26
17,1955350,Menos de 250k,Experto,Específica,Híbrido,4,Por encima del mercado,29,1,79.16
23,1467616,Menos de 250k,Experto,Específica,Presencial,5,Dentro del mercado,25,1,72.05
13,1766118,Menos de 250k,Intermedio,Sin Experiencia,Híbrido,2,Dentro del mercado,30,1,57.84
23,662121,250k a 1M,Experto,Específica,Remoto,2,Dentro del mercado,54,0,39.95
3,368420,250k a 1M,Intermedio,General,Presencial,9,Por encima del mercado,99,0,13.14
9,331685,Menos de 250k,Básico,General,Híbrido,2,Por debajo del mercado,96,1,32.81
17,1979465,Menos de 250k,Intermedio,Sin Experiencia,Presencial,6,Por debajo del mercado,91,1,64.52
17,1574102,Menos de 250k,Intermedio,Sin Experiencia,Híbrido,2,Por encima del mercado,71,1,63.43
20,1143389,250k a 1M,Básico,General,Presencial,5,Dentro del mercado,40,1,54.57
16,1791134,250k a 1M,Intermedio,General,Híbrido,4,Por debajo del mercado,51,1,60.82
22,714180,Menos de 250k,Intermedio,Sin Experiencia,Presencial,7,Dentro del mercado,21,0,29.86
13,336214,Menos de 250k,Básico,General,Remoto,7,Dentro del mercado,74,0,16.36
19,978626,Menos de 250k,Intermedio,Sin Experiencia,Remoto,6,Dentro del mercado,82,1,51.22
17,392703,Más de 1M,Intermedio,General,Híbrido,5,Por debajo del mercado,12,1,55.68
4,254615,Menos de 250k,Intermedio,General,Híbrido,1,Dentro del mercado,99,1,27.3
12,1575233,250k a 1M,Básico,Específica,Híbrido,3,Por debajo del mercado,18,0,34.1
9,1664650,250k a 1M,Básico,Específica,Híbrido,9,Dentro del mercado,60,1,52.84
19,1848870,Menos de 250k,Intermedio,General,Presencial,1,Por encima del mercado,25,1,69.3
12,1853740,Menos de 250k,Experto,General,Presencial,5,Dentro del mercado,97,0,48.29
9,449953,Menos de 250k,Básico,General,Presencial,2,Por debajo del mercado,87,1,34.59
7,1921070,250k a 1M,Intermedio,Específica,Presencial,4,Por debajo del mercado,12,1,54.95
14,1021741,250k a 1M,Básico,General,Presencial,1,Dentro del mercado,33,1,47.52
20,888003,250k a 1M,Intermedio,Sin Experiencia,Remoto,3,Dentro del mercado,82,1,50.73
19,1386230,250k a 1M,Experto,Sin Experiencia,Presencial,7,Por debajo del mercado,22,0,47.35
15,331570,Menos de 250k,Intermedio,General,Remoto,3,Dentro del mercado,11,1,38.03
16,1135841,Más de 1M,Básico,General,Presencial,4,Por debajo del mercado,80,0,45.98
21,1347897,250k a 1M,Intermedio,Específica,Presencial,2,Por debajo del mercado,30,1,58.51
5,116150,Menos de 250k,Básico,Sin Experiencia,Remoto,3,Por debajo del mercado,28,1,26.09
3,1710176,Más de 1M,Intermedio,General,Remoto,9,Por debajo del mercado,98,1,63.3
12,1188189,250k a 1M,Intermedio,Específica,Remoto,3,Por debajo del mercado,56,1,48.29
20,387054,250k a 1M,Básico,Específica,Remoto,5,Dentro del mercado,31,1,43.21
21,1937383,250k a 1M,Básico,General,Presencial,2,Por encima del mercado,84,1,72.37
4,171826,Más de 1M,Intermedio,General,Remoto,4,Dentro del mercado,42,1,41.06
21,609723,250k a 1M,Experto,General,Presencial,7,Por debajo del mercado,41,1,57.42
23,1981451,Menos de 250k,Experto,Específica,Presencial,7,Por debajo del mercado,73,1,79.77
16,500348,Menos de 250k,Básico,Sin Experiencia,Remoto,3,Por debajo del mercado,94,1,41.43
7,1308593,Más de 1M,Intermedio,Específica,Presencial,5,Por debajo del mercado,48,1,60.75
13,1049554,Menos de 250k,Intermedio,General,Presencial,1,Dentro del mercado,93,1,47.07
21,184055,Menos de 250k,Intermedio,General,Híbrido,1,Dentro del mercado,81,1,41.03
10,540457,250k a 1M,Intermedio,Sin Experiencia,Híbrido,5,Por debajo del mercado,51,0,16.82
7,726022,250k a 1M,Experto,General,Presencial,9,Por debajo del mercado,18,0,26.99
14,859942,250k a 1M,Experto,General,Presencial,1,Por debajo del mercado,34,0,35.09
5,1832123,Más de 1M,Intermedio,Sin Experiencia,Presencial,1,Por debajo del mercado,98,1,66.87
3,746358,Menos de 250k,Intermedio,General,Presencial,4,Dentro del mercado,11,1,33.82
23,1548638,Menos de 250k,Intermedio,Específica,Híbrido,4,Por debajo del mercado,28,1,63.27
11,1192647,Menos de 250k,Básico,General,Presencial,2,Dentro del mercado,29,1,47.48
11,1891648,Más de 1M,Intermedio,General,Remoto,9,Dentro del mercado,79,1,72.99
18,1405267,250k a 1M,Intermedio,Sin Experiencia,Presencial,9,Por encima del mercado,26,1,61.77
15,891052,Menos de 250k,Intermedio,General,Híbrido,2,Por encima del mercado,98,0,31.43
12,196389,Más de 1M,Básico,Sin Experiencia,Presencial,9,Dentro del mercado,77,0,28.39
9,1738472,Más de 1M,Básico,General,Remoto,6,Por debajo del mercado,93,1,68.95
10,319708,Más de 1M,Experto,Específica,Presencial,8,Dentro del mercado,12,1,58.5
12,1781281,Más de 1M,Básico,General,Remoto,4,Dentro del mercado,96,1,72.2
